57 0 0 0 
62 0 0 0 
62 0 0 0 
62 0 0 0 
61 0 0 0 
61 0 0 0 
62 0 0 0 
62 0 0 0 
62 0 0 0 
62 0 0 0 
62 0 0 0 
62 0 0 0 
140 0 0 0 
323 0 0 0 
349 0 0 0 
354 0 0 0 
343 0 0 0 
339 0 0 0 
359 0 0 0 
335 0 0 0 
339 0 0 0 
339 0.01 0 0 
339 0.01 0.01 0 
339 0.01 0.01 0.01 
341 0.01 0.01 0.01 
343 0.01 0.01 0.01 
340 0.01 0.01 0.01 
348 0.01 0.01 0.01 
345 0.01 0.01 0.01 
348 0.01 0.01 0.01 
348 0.01 0.01 0.01 
345 0.01 0.01 0.01 
340 0.01 0.01 0.01 
339 0.01 0.01 0.01 
345 0.01 0.01 0.01 
340 0.01 0.01 0.01 
348 0.01 0.01 0.01 
337 0.01 0.01 0.01 
348 0.01 0.01 0.01 
348 0.01 0.01 0.01 
343 0.01 0.01 0.01 
333 0.01 0.01 0.01 
340 0.01 0.01 0.01 
340 0.02 0.01 0.01 
340 0.02 0.02 0.01 
340 0.02 0.02 0.02 
349 0.02 0.02 0.02 
337 0.02 0.02 0.02 
339 0.02 0.02 0.02 
348 0.02 0.02 0.02 
337 0.02 0.02 0.02 
340 0.02 0.02 0.02 
348 0.02 0.02 0.02 
346 0.02 0.02 0.02 
349 0.02 0.02 0.02 
340 0.02 0.02 0.02 
345 0.02 0.02 0.02 
350 0.02 0.02 0.02 
348 0.02 0.02 0.02 
352 0.02 0.02 0.02 
350 0.02 0.02 0.02 
348 0.02 0.02 0.02 
343 0.02 0.02 0.02 
333 0.02 0.02 0.02 
349 0.02 0.02 0.02 
349 0.03 0.02 0.02 
349 0.03 0.03 0.02 
349 0.03 0.03 0.03 
344 0.03 0.03 0.03 
337 0.03 0.03 0.03 
340 0.03 0.03 0.03 
340 0.03 0.03 0.03 
344 0.03 0.03 0.03 
350 0.03 0.03 0.03 
349 0.03 0.03 0.03 
335 0.03 0.03 0.03 
342 0.03 0.03 0.03 
331 0.03 0.03 0.03 
334 0.03 0.03 0.03 
345 0.03 0.03 0.03 
351 0.03 0.03 0.03 
349 0.03 0.03 0.03 
335 0.03 0.03 0.03 
350 0.03 0.03 0.03 
348 0.03 0.03 0.03 
335 0.03 0.03 0.03 
341 0.03 0.03 0.03 
340 0.03 0.03 0.03 
352 0.03 0.03 0.03 
341 0.03 0.03 0.03 
348 0.03 0.03 0.03 
348 0.04 0.03 0.03 
348 0.04 0.04 0.03 
348 0.04 0.04 0.04 
343 0.04 0.04 0.04 
357 0.04 0.04 0.04 
333 0.04 0.04 0.04 
352 0.04 0.04 0.04 
343 0.04 0.04 0.04 
350 0.04 0.04 0.04 
357 0.04 0.04 0.04 
334 0.04 0.04 0.04 
341 0.04 0.04 0.04 
340 0.04 0.04 0.04 
344 0.04 0.04 0.04 
340 0.04 0.04 0.04 
341 0.04 0.04 0.04 
352 0.04 0.04 0.04 
335 0.04 0.04 0.04 
341 0.04 0.04 0.04 
351 0.04 0.04 0.04 
344 0.04 0.04 0.04 
339 0.04 0.04 0.04 
339 0.05 0.04 0.04 
339 0.05 0.05 0.04 
339 0.05 0.05 0.05 
342 0.05 0.05 0.05 
349 0.05 0.05 0.05 
326 0.05 0.05 0.05 
340 0.05 0.05 0.05 
342 0.05 0.05 0.05 
333 0.05 0.05 0.05 
335 0.05 0.05 0.05 
331 0.05 0.05 0.05 
331 0.05 0.05 0.05 
341 0.05 0.05 0.05 
343 0.05 0.05 0.05 
343 0.05 0.05 0.05 
349 0.05 0.05 0.05 
333 0.05 0.05 0.05 
350 0.05 0.05 0.05 
344 0.05 0.05 0.05 
340 0.05 0.05 0.05 
349 0.05 0.05 0.05 
333 0.05 0.05 0.05 
345 0.05 0.05 0.05 
345 0.06 0.05 0.05 
345 0.06 0.06 0.05 
345 0.06 0.06 0.06 
343 0.06 0.06 0.06 
340 0.06 0.06 0.06 
348 0.06 0.06 0.06 
332 0.06 0.06 0.06 
337 0.06 0.06 0.06 
335 0.06 0.06 0.06 
348 0.06 0.06 0.06 
331 0.06 0.06 0.06 
341 0.06 0.06 0.06 
341 0.06 0.06 0.06 
352 0.06 0.06 0.06 
331 0.06 0.06 0.06 
340 0.06 0.06 0.06 
340 0.06 0.06 0.06 
350 0.06 0.06 0.06 
328 0.06 0.06 0.06 
343 0.06 0.06 0.06 
340 0.06 0.06 0.06 
340 0.06 0.06 0.06 
340 0.07 0.06 0.06 
340 0.07 0.07 0.06 
340 0.07 0.07 0.07 
340 0.07 0.07 0.07 
345 0.07 0.07 0.07 
345 0.07 0.07 0.07 
322 0.07 0.07 0.07 
331 0.07 0.07 0.07 
339 0.07 0.07 0.07 
331 0.07 0.07 0.07 
341 0.07 0.07 0.07 
337 0.07 0.07 0.07 
337 0.07 0.07 0.07 
337 0.07 0.07 0.07 
349 0.07 0.07 0.07 
331 0.07 0.07 0.07 
331 0.07 0.07 0.07 
340 0.07 0.07 0.07 
340 0.07 0.07 0.07 
323 0.07 0.07 0.07 
345 0.07 0.07 0.07 
336 0.07 0.07 0.07 
328 0.07 0.07 0.07 
336 0.07 0.07 0.07 
336 0.08 0.07 0.07 
336 0.08 0.08 0.07 
336 0.08 0.08 0.08 
339 0.08 0.08 0.08 
348 0.08 0.08 0.08 
349 0.08 0.08 0.08 
349 0.08 0.08 0.08 
349 0.08 0.08 0.08 
331 0.08 0.08 0.08 
331 0.08 0.08 0.08 
343 0.08 0.08 0.08 
352 0.08 0.08 0.08 
336 0.08 0.08 0.08 
336 0.08 0.08 0.08 
345 0.08 0.08 0.08 
319 0.08 0.08 0.08 
336 0.08 0.08 0.08 
333 0.08 0.08 0.08 
332 0.08 0.08 0.08 
340 0.08 0.08 0.08 
331 0.08 0.08 0.08 
331 0.08 0.08 0.08 
339 0.08 0.08 0.08 
339 0.09 0.08 0.08 
339 0.09 0.09 0.08 
339 0.09 0.09 0.09 
331 0.09 0.09 0.09 
331 0.09 0.09 0.09 
340 0.09 0.09 0.09 
322 0.09 0.09 0.09 
339 0.09 0.09 0.09 
326 0.09 0.09 0.09 
333 0.09 0.09 0.09 
340 0.09 0.09 0.09 
331 0.09 0.09 0.09 
326 0.09 0.09 0.09 
333 0.09 0.09 0.09 
339 0.09 0.09 0.09 
340 0.09 0.09 0.09 
343 0.09 0.09 0.09 
333 0.09 0.09 0.09 
322 0.09 0.09 0.09 
339 0.09 0.09 0.09 
337 0.09 0.09 0.09 
333 0.09 0.09 0.09 
322 0.09 0.09 0.09 
322 0.1 0.09 0.09 
322 0.1 0.1 0.09 
322 0.1 0.1 0.1 
343 0.1 0.1 0.1 
342 0.1 0.1 0.1 
331 0.1 0.1 0.1 
331 0.1 0.1 0.1 
335 0.1 0.1 0.1 
324 0.1 0.1 0.1 
333 0.1 0.1 0.1 
322 0.1 0.1 0.1 
331 0.1 0.1 0.1 
326 0.1 0.1 0.1 
333 0.1 0.1 0.1 
324 0.1 0.1 0.1 
323 0.1 0.1 0.1 
326 0.1 0.1 0.1 
326 0.1 0.1 0.1 
324 0.1 0.1 0.1 
322 0.1 0.1 0.1 
326 0.1 0.1 0.1 
326 0.1 0.1 0.1 
324 0.1 0.1 0.1 
324 0.11 0.1 0.1 
324 0.11 0.11 0.1 
324 0.11 0.11 0.11 
331 0.11 0.11 0.11 
335 0.11 0.11 0.11 
342 0.11 0.11 0.11 
324 0.11 0.11 0.11 
324 0.11 0.11 0.11 
322 0.11 0.11 0.11 
323 0.11 0.11 0.11 
318 0.11 0.11 0.11 
326 0.11 0.11 0.11 
326 0.11 0.11 0.11 
331 0.11 0.11 0.11 
322 0.11 0.11 0.11 
325 0.11 0.11 0.11 
324 0.11 0.11 0.11 
324 0.11 0.11 0.11 
322 0.11 0.11 0.11 
326 0.11 0.11 0.11 
326 0.11 0.11 0.11 
326 0.11 0.11 0.11 
326 0.12 0.11 0.11 
326 0.12 0.12 0.11 
326 0.12 0.12 0.12 
348 0.12 0.12 0.12 
333 0.12 0.12 0.12 
324 0.12 0.12 0.12 
324 0.12 0.12 0.12 
323 0.12 0.12 0.12 
326 0.12 0.12 0.12 
322 0.12 0.12 0.12 
324 0.12 0.12 0.12 
324 0.12 0.12 0.12 
318 0.12 0.12 0.12 
