0.4984894 0 0 0 
0.4997482 0 0 0 
0.501007 0 0 0 
0.501007 0 0 0 
0.501007 0 0 0 
0.501007 0 0 0 
0.5047835 0 0 0 
0.5022659 0 0 0 
0.5022659 0 0 0 
0.5022659 0 0 0 
0.5022659 0 0 0 
0.494713 0 0 0 
0.4921954 0 0 0 
0.4884189 0 0 0 
0.4921954 0 0 0 
0.4909365 0 0 0 
0.4921954 0 0 0 
0.4959718 0 0 0 
0.4959718 0 0 0 
0.4997482 0 0 0 
0.4972306 0 0 0 
0.5022659 0 0 0 
0.501007 0 0 0 
0.5022659 0 0 0 
0.5047835 0 0 0 
0.5022659 0 0 0 
0.5022659 0 0 0 
0.4959718 0 0 0 
0.4921954 0 0 0 
0.4884189 0 0 0 
0.4934542 0 0 0 
0.4909365 0 0 0 
0.4909365 0.01 0 0 
0.4909365 0.01 0.01 0 
0.4909365 0.01 0.01 0.01 
0.4909365 0.01 0.01 0.01 
0.4934542 0.01 0.01 0.01 
0.4972306 0.01 0.01 0.01 
0.4984894 0.01 0.01 0.01 
0.501007 0.01 0.01 0.01 
0.4997482 0.01 0.01 0.01 
0.501007 0.01 0.01 0.01 
0.501007 0.01 0.01 0.01 
0.501007 0.01 0.01 0.01 
0.5022659 0.01 0.01 0.01 
0.5047835 0.01 0.01 0.01 
0.5073011 0.01 0.01 0.01 
0.4959718 0.01 0.01 0.01 
0.4921954 0.01 0.01 0.01 
0.4896778 0.01 0.01 0.01 
0.4884189 0.01 0.01 0.01 
0.4909365 0.01 0.01 0.01 
0.4959718 0.01 0.01 0.01 
0.4959718 0.01 0.01 0.01 
0.4972306 0.01 0.01 0.01 
0.4959718 0.01 0.01 0.01 
0.4984894 0.01 0.01 0.01 
0.501007 0.01 0.01 0.01 
0.5035247 0.01 0.01 0.01 
0.501007 0.01 0.01 0.01 
0.5047835 0.01 0.01 0.01 
0.5022659 0.01 0.01 0.01 
0.5022659 0.01 0.01 0.01 
0.4997482 0.01 0.01 0.01 
0.494713 0.01 0.01 0.01 
0.4896778 0.01 0.01 0.01 
0.4896778 0.02 0.01 0.01 
0.4896778 0.02 0.02 0.01 
0.4896778 0.02 0.02 0.02 
0.4884189 0.02 0.02 0.02 
0.4909365 0.02 0.02 0.02 
0.4934542 0.02 0.02 0.02 
0.494713 0.02 0.02 0.02 
0.4959718 0.02 0.02 0.02 
0.4972306 0.02 0.02 0.02 
0.4959718 0.02 0.02 0.02 
0.4972306 0.02 0.02 0.02 
0.4997482 0.02 0.02 0.02 
0.4997482 0.02 0.02 0.02 
0.5022659 0.02 0.02 0.02 
0.501007 0.02 0.02 0.02 
0.5060423 0.02 0.02 0.02 
0.501007 0.02 0.02 0.02 
0.4972306 0.02 0.02 0.02 
0.494713 0.02 0.02 0.02 
0.4921954 0.02 0.02 0.02 
0.4909365 0.02 0.02 0.02 
0.4909365 0.02 0.02 0.02 
0.4909365 0.02 0.02 0.02 
0.4959718 0.02 0.02 0.02 
0.4959718 0.02 0.02 0.02 
0.4972306 0.02 0.02 0.02 
0.4997482 0.02 0.02 0.02 
0.501007 0.02 0.02 0.02 
0.4997482 0.02 0.02 0.02 
0.5022659 0.02 0.02 0.02 
0.5035247 0.02 0.02 0.02 
0.5035247 0.02 0.02 0.02 
0.5022659 0.02 0.02 0.02 
0.5035247 0.02 0.02 0.02 
0.4959718 0.02 0.02 0.02 
0.4884189 0.02 0.02 0.02 
0.4884189 0.03 0.02 0.02 
0.4884189 0.03 0.03 0.02 
0.4884189 0.03 0.03 0.03 
0.4909365 0.03 0.03 0.03 
0.4896778 0.03 0.03 0.03 
0.4934542 0.03 0.03 0.03 
0.4934542 0.03 0.03 0.03 
0.4972306 0.03 0.03 0.03 
0.4972306 0.03 0.03 0.03 
0.4997482 0.03 0.03 0.03 
0.4984894 0.03 0.03 0.03 
0.501007 0.03 0.03 0.03 
0.501007 0.03 0.03 0.03 
0.5035247 0.03 0.03 0.03 
0.5022659 0.03 0.03 0.03 
0.5022659 0.03 0.03 0.03 
0.4997482 0.03 0.03 0.03 
0.4468781 0.03 0.03 0.03 
0.3423968 0.03 0.03 0.03 
0.2656093 0.03 0.03 0.03 
0.2064451 0.03 0.03 0.03 
0.1649043 0.03 0.03 0.03 
0.1359517 0.03 0.03 0.03 
0.1107754 0.03 0.03 0.03 
0.09315206 0.03 0.03 0.03 
0.07930513 0.03 0.03 0.03 
0.06797583 0.03 0.03 0.03 
0.06042296 0.03 0.03 0.03 
0.0541289 0.03 0.03 0.03 
0.05287009 0.03 0.03 0.03 
0.04531722 0.03 0.03 0.03 
0.04783484 0.03 0.03 0.03 
0.0427996 0.03 0.03 0.03 
0.04405841 0.03 0.03 0.03 
0.04405841 0.04 0.03 0.03 
0.04405841 0.04 0.04 0.03 
0.04405841 0.04 0.04 0.04 
0.04154079 0.04 0.04 0.04 
0.04531722 0.04 0.04 0.04 
0.04028197 0.04 0.04 0.04 
0.04405841 0.04 0.04 0.04 
0.04657603 0.04 0.04 0.04 
0.04909366 0.04 0.04 0.04 
0.04657603 0.04 0.04 0.04 
0.04657603 0.04 0.04 0.04 
0.04783484 0.04 0.04 0.04 
0.04909366 0.04 0.04 0.04 
0.04783484 0.04 0.04 0.04 
0.04909366 0.04 0.04 0.04 
0.04783484 0.04 0.04 0.04 
0.04909366 0.04 0.04 0.04 
0.04909366 0.04 0.04 0.04 
0.04657603 0.04 0.04 0.04 
0.04657603 0.04 0.04 0.04 
0.04531722 0.04 0.04 0.04 
0.04783484 0.04 0.04 0.04 
0.04657603 0.04 0.04 0.04 
0.05035247 0.04 0.04 0.04 
0.04657603 0.04 0.04 0.04 
0.04909366 0.04 0.04 0.04 
0.04783484 0.04 0.04 0.04 
0.04783484 0.04 0.04 0.04 
0.04909366 0.04 0.04 0.04 
0.04909366 0.04 0.04 0.04 
0.05035247 0.04 0.04 0.04 
0.04783484 0.04 0.04 0.04 
0.04783484 0.04 0.04 0.04 
0.04531722 0.04 0.04 0.04 
0.04531722 0.05 0.04 0.04 
0.04531722 0.05 0.05 0.04 
0.04531722 0.05 0.05 0.05 
0.04783484 0.05 0.05 0.05 
0.05035247 0.05 0.05 0.05 
0.04657603 0.05 0.05 0.05 
0.04909366 0.05 0.05 0.05 
0.05035247 0.05 0.05 0.05 
0.05161128 0.05 0.05 0.05 
0.05161128 0.05 0.05 0.05 
0.05161128 0.05 0.05 0.05 
0.05161128 0.05 0.05 0.05 
0.05287009 0.05 0.05 0.05 
0.05287009 0.05 0.05 0.05 
0.05538771 0.05 0.05 0.05 
0.05538771 0.05 0.05 0.05 
0.05538771 0.05 0.05 0.05 
0.05664653 0.05 0.05 0.05 
0.05538771 0.05 0.05 0.05 
0.0541289 0.05 0.05 0.05 
0.05538771 0.05 0.05 0.05 
0.05538771 0.05 0.05 0.05 
0.05161128 0.05 0.05 0.05 
0.05664653 0.05 0.05 0.05 
0.05287009 0.05 0.05 0.05 
0.05538771 0.05 0.05 0.05 
0.05161128 0.05 0.05 0.05 
0.0541289 0.05 0.05 0.05 
0.0541289 0.05 0.05 0.05 
0.05287009 0.05 0.05 0.05 
0.05664653 0.05 0.05 0.05 
0.05664653 0.05 0.05 0.05 
0.05538771 0.05 0.05 0.05 
0.0541289 0.05 0.05 0.05 
0.0541289 0.06 0.05 0.05 
0.0541289 0.06 0.06 0.05 
0.0541289 0.06 0.06 0.06 
0.0541289 0.06 0.06 0.06 
0.05664653 0.06 0.06 0.06 
0.05538771 0.06 0.06 0.06 
0.0541289 0.06 0.06 0.06 
0.05664653 0.06 0.06 0.06 
0.05916415 0.06 0.06 0.06 
0.05790534 0.06 0.06 0.06 
0.05790534 0.06 0.06 0.06 
0.05916415 0.06 0.06 0.06 
0.05790534 0.06 0.06 0.06 
0.06168177 0.06 0.06 0.06 
0.05790534 0.06 0.06 0.06 
0.06042296 0.06 0.06 0.06 
0.06294058 0.06 0.06 0.06 
0.06168177 0.06 0.06 0.06 
0.0641994 0.06 0.06 0.06 
0.0641994 0.06 0.06 0.06 
0.06671702 0.06 0.06 0.06 
0.06545821 0.06 0.06 0.06 
0.06671702 0.06 0.06 0.06 
0.0641994 0.06 0.06 0.06 
0.06797583 0.06 0.06 0.06 
0.06545821 0.06 0.06 0.06 
